aconto	adresse	boligtype	delevenlig	depositum	etage	forudbetalt_leje	husdyr_tilladt	indflytningspris	lejeperiode	mŒnedlig_leje	m¿bleret	oprettelsesdato	overtagelsesdato	st¿rrelse	v¾relser	longitude	latitude
945	Gr¿fth¿jparken, 8260 Viby J 	Lejlighed	Nej	13998	13. sal	13998	Nej	35940	Ubegr¾nset	6999	Nej	01/11/2018	ikke snarest	70	2		
800	Rimmensgade, 9900 Frederikshavn 	Lejlighed	Nej	10500	2. sal	0	Ja	14800	Ubegr¾nset	3500	Nej	01/11/2018	ikke snarest	46	2	10,5308584	57,4384984
300	Engbakken, 8471 Sabro	R¾kkehus	Nej	29850	-	9950	Ja	50050	Ubegr¾nset	9950	Nej	01/11/2018	ikke snarest	127	6		
1000	M¿llestr¾de, 7330 Brande 	Lejlighed	Ja	17856	stuen	6162	Nej	31810	Ubegr¾nset	6162	Nej	01/11/2018	snarest	78	3	9,1293219	55,9438068
725	Finlandsgade, 6700 Esbjerg 	Lejlighed	Nej	15000	1. sal	0	Nej	20725	Ubegr¾nset	5000	Nej	01/11/2018	snarest	63	2	8,4443387	55,4693565
900	Niels M¿rchs Gade, 9900 Frederikshavn	R¾kkehus	Ja	22050	-	0	Nej	30300	Ubegr¾nset	7350	Nej	01/11/2018	ikke snarest	97	4	10,5307901	57,4380599
400	G¾rumvej, 9900 Frederikshavn 	Lejlighed	Nej	7800	1. sal	0	Nej	10800	Ubegr¾nset	2600	Nej	01/11/2018	snarest	42	2	10,5127334	57,4273045
700	Falkenborgvej, 3600 Frederikssund 	Lejlighed	Nej	28245	5. sal		Nej	38360	Ubegr¾nset	9415	Nej	01/11/2018	ikke snarest	73	3	12,0634382	55,8436545
600	Skjoldsgade, 6700 Esbjerg 	Lejlighed	Nej	19500	1. sal	6500	Nej	33100	Ubegr¾nset	6500	Nej	01/11/2018	ikke snarest	81	2	8,4507406	55,4714412
600	Ravnsborggade, 7400 Herning 	Lejlighed	Nej	15900	1. sal		Nej	21800	2+ Œr	5300	Nej	01/11/2018	snarest	62	2	8,9877419	56,1348092
550	Margrethevej, 9900 Frederikshavn 	Lejlighed	Nej	9000	k¾lderen	0	Nej	12550	Ubegr¾nset	3000	Nej	01/11/2018	ikke snarest	50	2	10,5353246	57,4351434
600	Brenning, 9400 N¿rresundby 	Lejlighed	Nej	12525	stuen	0	Nej	17300	Ubegr¾nset	4175	Nej	01/11/2018	ikke snarest	51	2	9,9372675	57,0608067
650	Kalkv¾rksvej, 9900 Frederikshavn 	Lejlighed	Nej	9600	stuen	3850	Nej	17300	Ubegr¾nset	3200	Nej	01/11/2018	snarest	41	2	10,5313773	57,4361255
	Gl. Holtegade, 2840 Holte	Villa	Nej	42000	-		Ja	56000	2-12 mdr.	14000	Ja	01/11/2018	snarest	80	3		
1800	Valsen, 3140 lsgŒrde	R¾kkehus	Nej	36000	-	0	Ja	49800	1-2 Œr	12000	Nej	01/11/2018	ikke snarest	114	5		
1050	Hedelunden, 2670 Greve	Lejlighed	Nej	34200	-	34200	Ja	80850	Ubegr¾nset	11400	Nej	01/11/2018	ikke snarest	72	2	12,3322606	55,605451
600	Magstr¾de, 1204 K¿benhavn K 	Lejlighed	Nej	46500	2. sal	15500	Nej	78100	1-2 Œr	15500	Ja	01/11/2018	snarest	92	2	12,5756545	55,6764337
800	Galstersgade, 9400 N¿rresundby 	Lejlighed	Nej	17514	1. sal	5838	Nej	29990	Ubegr¾nset	5838	Nej	01/11/2018	snarest	66	2	9,9272215	57,0602304
0	N¿rre alle, 8000 Aarhus C 	V¾relse	Nej	12900	1. sal	0	Nej	17200	2+ Œr	4300	Nej	01/11/2018	ikke snarest	16	1	10,2035124	56,1597878
1600	VidŒgade, 6270 T¿nder 	Lejlighed	Nej	15600	1. sal	5200	Nej	27600	2+ Œr	5200	Nej	01/11/2018	snarest	150	4	8,8720365	54,9357627
1000	Fjordbakken, 8300 Odder	Villa	Nej	23400	-	8000	Nej	40200	Ubegr¾nset	7800	Nej	01/11/2018	snarest	125	5	10,1157676	55,8783472
250	Hovedgaden, 6973 ¯rnh¿j 	Lejlighed	Nej	8250	stuen	0	Ja	11250	Ubegr¾nset	2750	Nej	01/11/2018	snarest	55	2	8,5648064	56,1999074
900	Vesterbrogade, 7100 Vejle 	Lejlighed	Ja	22485	1. sal	7495	Nej	38375	Ubegr¾nset	7495	Nej	01/11/2018	ikke snarest	82	4	9,5298465	55,7156883
600	M¿llehatten, 8240 Risskov 	Lejlighed	Ja	24900	1. sal	8300	Nej	42100	Ubegr¾nset	8300	Nej	01/11/2018	ikke snarest	67	2		
0	Markedsvej, 9900 Frederikshavn 	Lejlighed	Nej	22077	1. sal	22077	Nej	51513	Ubegr¾nset	7359	Nej	01/11/2018	ikke snarest	136	3	10,5377785	57,447122
400	Markedsvej, 9900 Frederikshavn 	Lejlighed	Nej	29994	6. sal	29994	Nej	70386	Ubegr¾nset	9998	Nej	01/11/2018	snarest	121	4	10,5377785	57,447122
400	M¿llehatten, 8240 Risskov 	Lejlighed	Nej	13950	1. sal	4650	Nej	23650	Ubegr¾nset	4650	Nej	01/11/2018	ikke snarest	32	1		
710	Gammel K¿ge Landevej, 2650 Hvidovre 	Lejlighed	Nej	29700	2. sal	9900	Nej	50210	Ubegr¾nset	9900	Nej	01/11/2018	ikke snarest	81	2	12,4847467	55,6289553
1120	Herluf Trolles Vej, 7400 Herning 	Lejlighed	Nej	19500	stuen	0	Nej	27120	Ubegr¾nset	6500	Nej	01/11/2018	snarest	83	4	8,9650296	56,1320579
600	Gersdorffsgade, 8700 Horsens 	Lejlighed	Nej	19500	stuen	6500	Nej	33100	Ubegr¾nset	6500	Nej	01/11/2018	ikke snarest	74	2	9,8592671	55,8607112
1000	¯ver¿dvej, 2840 Holte 	Lejlighed	Nej	32862	3. sal	21908	Nej	66724	Ubegr¾nset	10954	Nej	01/11/2018	ikke snarest	82	2	12,4732323	55,8112905
1000	Godthaabsvej, 4300 Holb¾k 	Lejlighed	Nej	22800	stuen	15200	Nej	46600	Ubegr¾nset	7600	Nej	01/11/2018	ikke snarest	60	2	11,7216523	55,7105033
200	Perikumvej, 9000 Aalborg 	Lejlighed	Ja	18585	1. sal	6195	Nej	31175	Ubegr¾nset	6195	Nej	01/11/2018	snarest	50	2	9,8992687	57,0247938
400	Heibergsgade, 8000 Aarhus C 	Lejlighed	Nej	24300	1. sal	8100	Nej	40900	Ubegr¾nset	8100	Nej	01/11/2018	ikke snarest	63	2	10,2084439	56,146918
1100	rbygade, 4400 Kalundborg	Lejlighed	Nej	15300	-	5100	Nej	26600	Ubegr¾nset	5100	Nej	01/11/2018	ikke snarest	60	2	11,1358152	55,6481141
0	Onsholtvej, 8260 Viby J 	Lejlighed	Ja	23865	stuen	7955	Ja	39775	Ubegr¾nset	7955	Nej	01/11/2018	ikke snarest	76	3		
650	Christmas M¿llers Vej, 5200 Odense V 	Lejlighed	Nej	10200	1. sal	5100	Nej	21050	Ubegr¾nset	5100	Nej	01/11/2018	ikke snarest	65	2	10,354053	55,3952692
200	Perikumvej, 9000 Aalborg	Lejlighed	Nej	16485	-	5495	Nej	27675	Ubegr¾nset	5495	Nej	01/11/2018	snarest	50	2	9,8992687	57,0247938
950	Vestergade, 4930 Maribo	Lejlighed	Nej	9375	-	3125	Nej	16575	Ubegr¾nset	3125	Nej	01/11/2018	snarest	52	1	11,4984707	54,7744318
700	Sct. Peders Gade, 8900 Randers C 	Lejlighed	Nej	12600	stuen	4200	Nej	21700	Ubegr¾nset	4200	Nej	01/11/2018	ikke snarest	58	2		
630	Torvegade, 6800 Varde 	Lejlighed	Ja	15280	3. sal		Ja	21037	Ubegr¾nset	5127	Nej	01/11/2018	ikke snarest	74	3	8,4816178	55,6189216
0	Onsholtvej, 8260 Viby J 	Lejlighed	Ja	23865	1. sal	7955	Ja	39775	Ubegr¾nset	7955	Nej	01/11/2018	ikke snarest	76	3		
600	bjergegade , 7000 Fredericia 	Lejlighed	Nej	10800	stuen	0	Nej	15000	Ubegr¾nset	3600	Nej	01/11/2018	ikke snarest	50	2	9,7615461	55,5659192
1300	Holb¾kvej, 4450 Jyderup 	Lejlighed	Nej	21000	1. sal	7000	Nej	36300	Ubegr¾nset	7000	Nej	01/11/2018	snarest	93	4	11,4137825	55,6641874
	Kompagnivej, 8930 Randers N¯ 	Lejlighed	Nej	21400	2. sal		Nej	26229	Ubegr¾nset	4829	Nej	01/11/2018	snarest	105	3		
0	Spangsvej, 5210 Odense NV	R¾kkehus	Nej	24675	-	8225	Ja	41125	Ubegr¾nset	8225	Nej	01/11/2018	ikke snarest	106	4	10,311312	55,4127366
0	Nyborgvej, 5000 Odense C 	Lejlighed	Nej	18750	3. sal	18750	Nej	43750	Ubegr¾nset	6250	Nej	01/11/2018	ikke snarest	59	2	10,4009156	55,3944844
500	Hobrovej, 8900 Randers C 	Lejlighed	Ja	12590	stuen	4196	Nej	21482	Ubegr¾nset	4196	Nej	01/11/2018	ikke snarest	63	2	9,999596	56,4802173
400	¯stergade, 8300 Odder 	Lejlighed	Nej	19800	stuen	6600	Nej	33400	Ubegr¾nset	6600	Nej	01/11/2018	ikke snarest	96	3	10,1565954	55,9748898
580	Eskeb¾kparken, 8660 Skanderborg 	Lejlighed	Nej	7500	1. sal	2500	Nej	13080	Ubegr¾nset	2500	Nej	01/11/2018	ikke snarest	38	1	9,9032195	56,0385702
2400	Damvadvej, 3670 Veks¿ Sj¾lland	Lejlighed	Nej	19000	-	9500	Nej	40400	2-12 mdr.	9500	Ja	01/11/2018	ikke snarest	75	2		
400	D¿ckerslundsvej, 5000 Odense C 	Lejlighed	Ja	23550	1. sal	0	Nej	31800	Ubegr¾nset	7850	Nej	01/11/2018	snarest	80	3	10,402442	55,4122898
400	Tolderlundsvej, 5000 Odense C 	Lejlighed	Ja	18750	2. sal	0	Nej	25400	Ubegr¾nset	6250	Nej	01/11/2018	snarest	60	2	10,3864765	55,4115629
800	Kochsgade, 5000 Odense C 	Lejlighed	Ja	22275	1. sal	14850	Nej	45350	Ubegr¾nset	7425	Nej	01/11/2018	ikke snarest	90	3	10,3991408	55,403525
400	N¾sbyhovedvej, 5270 Odense N 	Lejlighed	Ja	13500	1. sal	0	Nej	18550	Ubegr¾nset	4650	Nej	01/11/2018	snarest	40	1	10,3702746	55,4168079
0	postgŒrden, 3450 Aller¿d 	V¾relse	Nej	400	stuen	0	Nej	800	Ubegr¾nset	400	Nej	01/11/2018	ikke snarest	7	1	12,3551157	55,8713751
1329	Elmev¾nget, 4300 Holb¾k 	Lejlighed	Nej	30300	stuen	20200	Nej	61929	Ubegr¾nset	10100	Nej	01/11/2018	snarest	123	4	11,714387	55,7107089
1000	Elrovej, 8920 Randers NV	R¾kkehus	Nej	30600	-	10200	Nej	52000	Ubegr¾nset	10200	Nej	01/11/2018	ikke snarest	125	3	9,980534	56,464289
750	Saltholmsgade, 8000 Aarhus C 	Lejlighed	Nej	22950	1. sal	22950	Nej	54300	Ubegr¾nset	7650	Nej	01/11/2018	ikke snarest	72	3	10,1959915	56,1588066
1000	Havneplads, 8500 Grenaa 	Lejlighed	Nej	18600	1. sal	6200	Nej	32000	Ubegr¾nset	6200	Nej	01/11/2018	snarest	95	3	10,9194683	56,4084141
450	Skovvangsvej, 8200 Aarhus N 	Lejlighed	Nej	13200	3. sal	13200	Nej	31250	Ubegr¾nset	4400	Nej	01/11/2018	ikke snarest	32	1	10,2091636	56,1756627
0	Tilst Parkvej, 8381 Tilst	Lejlighed	Nej	26700	-	0	Nej	35600	Ubegr¾nset	8900	Nej	01/11/2018	ikke snarest	105	4	10,0986608	56,1859478
600	Dalbovej, 8210 Aarhus V 	R¾kkehus	Nej	22500	stuen	22500	Nej	53100	Ubegr¾nset	7500	Nej	01/11/2018	ikke snarest	64	2	10,133282	56,1783854
300	parken, 8000 Aarhus C 	Lejlighed	Nej	16200	3. sal	5400	Nej	27300	Ubegr¾nset	5400	Nej	01/11/2018	ikke snarest	28	1	10,1876712	56,1543414
0	Digevej, 7400 Herning	R¾kkehus	Nej	26100	-	0	Nej	34800	Ubegr¾nset	8700	Nej	01/11/2018	ikke snarest	115	4	8,9246598	56,1638479
800	Thuresensgade, 5000 Odense C 	Lejlighed	Nej	18399	stuen	18399	Nej	43731	Ubegr¾nset	6133	Nej	01/11/2018	ikke snarest	65	2	10,4077054	55,3926925
1800	Sneb¾rvej, 8500 Grenaa	Villa	Nej	22500	-	0	Nej	31800	2-12 mdr.	7500	Nej	01/11/2018	snarest	182	6	10,8604037	56,4249051
500	Arkildsdal, 9400 N¿rresundby 	V¾relse	Nej	6000	stuen	0	Nej	9500	Ubegr¾nset	3000	Nej	01/11/2018	snarest	25	1	9,9164235	57,0738039
500	Arkildsdal, 9400 N¿rresundby 	V¾relse	Nej	6000	stuen	0	Nej	9500	Ubegr¾nset	3000	Nej	01/11/2018	ikke snarest	25	1	9,9164235	57,0738039
700	Ajstrup Strandvej, 8340 Malling	Villa	Nej	13500	-	0	Ja	18700	Ubegr¾nset	4500	Nej	01/11/2018	snarest	30	2		
845	Nordens Plads, 2000 Frederiksberg 	Lejlighed	Nej	29439	8. sal	29439	Nej	69536	Ubegr¾nset	9813	Nej	01/11/2018	ikke snarest	74	2	12,5012148	55,6722628
500	Strandvejen, 3070 Snekkersten 	Lejlighed	Nej	52500	stuen	52500	Ja	123000	Ubegr¾nset	17500	Nej	01/11/2018	snarest	138	4	12,5893482	56,0092093
0	Storegade, 6670 Holsted	Lejlighed	Nej	12900	-	4300	Nej	21500	Ubegr¾nset	4300	Nej	01/11/2018	snarest	87	2	8,9146903	55,4905708
600	Nymarksvej, 7000 Fredericia 	Lejlighed	Nej	13500	stuen	0	Nej	18775	Ubegr¾nset	4675	Nej	01/11/2018	snarest	69	3	9,7604558	55,5827474
700	Nyborgvej, 5000 Odense C 	Lejlighed	Nej	18750	stuen	18750	Nej	44450	Ubegr¾nset	6250	Nej	01/11/2018	ikke snarest	69	2	10,4009156	55,3944844
1600	Strandparken, 8585 Glesborg	Villa	Nej	18000	-	0	Nej	25600	Ubegr¾nset	6000	Nej	01/11/2018	ikke snarest	146	4		
	Pedersborg V¾nge, 4180 Sor¿	Lejlighed	Nej	26700	-	8900	Ja	44500	Ubegr¾nset	8900	Nej	01/11/2018	ikke snarest	103	4		
0	Munkebjergv¾nget, 5230 Odense M 	Lejlighed	Nej	15771	3. sal	15771	Nej	36799	Ubegr¾nset	5257	Nej	01/11/2018	ikke snarest	49	2	10,4062623	55,3726818
1500	Slyngborggade, 8900 Randers C 	Lejlighed	Nej	21600	3. sal	7200	Nej	37500	Ubegr¾nset	7200	Nej	01/11/2018	snarest	123	4	10,0304516	56,4626655
0	Bredgade, 8340 Malling	R¾kkehus	Nej	20850	-	0	Ja	27800	Ubegr¾nset	6950	Nej	01/11/2018	ikke snarest	91	3	10,1927683	56,0371676
500	Dronningensgade, 7000 Fredericia 	Lejlighed	Nej	13500	stuen	4500	Nej	23000	Ubegr¾nset	4500	Nej	01/11/2018	ikke snarest	61	2	9,76562	55,5611824
525	Skanderborgvej, 8751 Gedved 	Lejlighed	Nej	14400	1. sal	0	Nej	19725	Ubegr¾nset	4800	Nej	01/11/2018	snarest	52	2	9,8497916	55,940357
900	S¿nderskovvej, 6040 Egtved 	Lejlighed	Ja	18585	stuen	0	Ja	26480	Ubegr¾nset	6995	Nej	01/11/2018	snarest	120	4		
900	S¿ndergade, 6650 Br¿rup 	Lejlighed	Ja	15585	2. sal	0	Ja	21680	Ubegr¾nset	5195	Nej	01/11/2018	snarest	70	3	9,0176528	55,4788806
500	Valmuevej, 7000 Fredericia 	Lejlighed	Nej	6759	1. sal	6759	Nej	16271	Ubegr¾nset	2253	Nej	01/11/2018	ikke snarest	37	1	9,7519619	55,5744513
1200	Kongensgade, 5000 Odense C 	Lejlighed	Ja	31626	2. sal	10542	Nej	53910	Ubegr¾nset	10542	Nej	01/11/2018	ikke snarest	121	4	10,3820356	55,3961379
920	Egebjerg Bygade, 2750 Ballerup 	Lejlighed	Nej	31500	stuen	31500	Nej	74420	Ubegr¾nset	10500	Nej	01/11/2018	snarest	90	3	12,3775312	55,7477576
640	Jyllandsgade, 7000 Fredericia	Lejlighed	Nej	11850	-	3950	Nej	20390	Ubegr¾nset	3950	Nej	01/11/2018	ikke snarest	42	2	9,7525899	55,5656559
800	Danmarksgade, 8900 Randers C 	Lejlighed	Nej	12600	2. sal	4200	Nej	21800	Ubegr¾nset	4200	Nej	01/11/2018	snarest	72	3	10,0268878	56,4634921
600	Glostervej, 2500 Valby 	Lejlighed	Ja	39300	2. sal	13100	Ja	66100	Ubegr¾nset	13100	Nej	01/11/2018	ikke snarest	90	3	12,5050033	55,6539006
600	Glostervej, 2500 Valby 	Lejlighed	Ja	37800	stuen	12600	Ja	63600	Ubegr¾nset	12600	Nej	01/11/2018	ikke snarest	85	3	12,5050033	55,6539006
500	Fynsgade, 8000 Aarhus C 	Lejlighed	Nej	40500	5. sal	27000	Nej	81500	Ubegr¾nset	13500	Nej	01/11/2018	ikke snarest	122	3	10,2020306	56,1643286
0	¯rb¾kvej, 5863 Ferritslev Fyn	Villa	Nej	22050	-	0	Ja	29400	Ubegr¾nset	7350	Nej	01/11/2018	ikke snarest	210	7		
400	Vossvej, 9000 Aalborg	Villa	Ja	47700	-	0	Ja	64000	Ubegr¾nset	15900	Nej	01/11/2018	snarest	121	4	9,9010138	57,041688
450	Fynsgade, 8000 Aarhus C 	Lejlighed	Ja	28500	3. sal	28500	Nej	66950	Ubegr¾nset	9500	Nej	01/11/2018	snarest	89	3	10,2020306	56,1643286
0	H¿jen, 4100 Ringsted	R¾kkehus	Nej	30900	-	10300	Ja	51500	Ubegr¾nset	10300	Nej	01/11/2018	ikke snarest	99	3	11,8158216	55,4673065
1000	Liljevej, 4600 K¿ge	R¾kkehus	Ja	27000	-	18000	Ja	55000	2+ Œr	9000	Nej	01/11/2018	ikke snarest	72	3	12,1734087	55,4485699
600	Nedergade, 8400 Ebeltoft 	Lejlighed	Nej	11178	stuen	3726	Nej	19230	Ubegr¾nset	3726	Nej	01/11/2018	snarest	36	2	10,674947	56,196149
900	Vestervang, 8000 Aarhus C 	Lejlighed	Nej	22500	stuen	22500	Nej	53400	Ubegr¾nset	7500	Nej	01/11/2018	snarest	64	2	10,1932153	56,1647863
750	gade, 9000 Aalborg 	Lejlighed	Ja	20850	2. sal	0	Nej	28550	Ubegr¾nset	6950	Nej	01/11/2018	ikke snarest	92	4	9,9214107	57,0439834
0	Marienlystvej, 8200 Aarhus N	V¾relse	Nej	10500	-	0	Nej	14000	Ubegr¾nset	3500	Nej	01/11/2018	ikke snarest	15	1	10,1563251	56,1870206
825	Seest Bakke, 6000 Kolding 	V¾relse	Nej	4000	k¾lderen	2725	Nej	9450	Ubegr¾nset	1900	Nej	01/11/2018	ikke snarest	21	1	9,4485082	55,4872671
1000	C.F. M¿llers All, 2300 K¿benhavn S 	Lejlighed	Nej	29800	8. sal	29800	Nej	75500	Ubegr¾nset	14900	Nej	01/11/2018	snarest	93	3	12,579439	55,6350097
1100	Havneholmen, 1561 K¿benhavn V 	Lejlighed	Ja	50700	3. sal	16900	Nej	85600	Ubegr¾nset	16900	Nej	01/11/2018	ikke snarest	98	3	12,5583279	55,6613066
900	Odensevej, 5471 S¿nders¿	Villa	Nej	16200	stuen	0	Nej	22500	Ubegr¾nset	5400	Nej	01/11/2018	ikke snarest	75	2	10,2590473	55,4641682
950	Vejenvej, 6600 Vejen 	Lejlighed	Nej	12600	stuen	4200	Nej	21950	Ubegr¾nset	4200	Nej	01/11/2018	snarest	52	2	9,1164421	55,4700085
1000	Gjorslevvej, 4660 Store Heddinge	Lejlighed	Nej	13500	-	4500	Nej	23500	Ubegr¾nset	4500	Nej	01/11/2018	snarest	72	3		
0	Slotsgade, 6200 Aabenraa	Villa	Nej	25500	-	0	Ja	34000	2+ Œr	8500	Nej	01/11/2018	snarest	118	3	9,4178745	55,0414571
1000	Brogade, 5700 Svendborg 	Lejlighed	Nej	25500	2. sal	8500	Nej	43500	Ubegr¾nset	8500	Nej	01/11/2018	ikke snarest	112	3	10,6135934	55,0580952
	Hovedgaden, 6534 Agerskov	Villa	Nej	9900	-		Ja	13200	Ubegr¾nset	3300	Nej	01/11/2018	snarest	60	2	9,1287012	55,1300668
	Griffenfeldsgade, 2200 K¿benhavn N	Lejlighed	Nej	43500	-		Nej	58000	2+ Œr	14500	Ja	01/11/2018	ikke snarest	92	2	12,5527905	55,6862387
700	Skovvej, 9560 Hadsund 	Lejlighed	Nej	16500	stuen	0	Nej	22700	Ubegr¾nset	5500	Nej	01/11/2018	snarest	84	4	10,1079938	56,7130115
750	Parmagade, 2300 K¿benhavn S 	Lejlighed	Ja	44700	1. sal	14900	Nej	75250	Ubegr¾nset	14900	Nej	01/11/2018	ikke snarest	105	3	12,6155102	55,6531805
0	Nordre Frihavnsgade, 2100 K¿benhavn ¯ 	Lejlighed	Nej	10000	5. sal	0	Nej	20000	2-12 mdr.	10000	Ja	01/11/2018	ikke snarest	65	3	12,5813031	55,7016143
0	¯disvej, 6070 Christiansfeld	Lejlighed	Nej	22500	-	7500	Ja	37500	Ubegr¾nset	7500	Nej	01/11/2018	snarest	117	4		
500	Ryesgade, 9000 Aalborg 	Lejlighed	Nej	14700	2. sal	4900	Nej	25000	Ubegr¾nset	4900	Nej	01/11/2018	ikke snarest	65	2	9,9044936	57,0549467
379	Gammel Landevej, 8380 Trige 	Lejlighed	Nej	11670	stuen	3890	Nej	19829	Ubegr¾nset	3890	Nej	01/11/2018	ikke snarest	51	1		
1700	Tellusvej, 4040 Jyllinge	Villa	Nej	36000	-	12000	Nej	61700	2-12 mdr.	12000	Nej	01/11/2018	snarest	130	4	12,1109803	55,7488613
1000	pustervig , 1128 K¿benhavn K 	Lejlighed	Nej	29700	4. sal	9900	Nej	50500	Ubegr¾nset	9900	Nej	01/11/2018	snarest	68	2	12,5755049	55,6824394
700	Sdr. Havnegade, 6000 Kolding 	Lejlighed	Nej	11465	1. sal	7643	Nej	23744	1-2 Œr	3936	Nej	01/11/2018	ikke snarest	62	2	9,4800631	55,4884208
	Toftevejen, 8970 Havndal	Villa	Ja	13350	-		Ja	17800	Ubegr¾nset	4450	Nej	01/11/2018	ikke snarest	76	3		
0	Vandm¿llegŒrdsvej, 7000 Fredericia	R¾kkehus	Nej	23130	-	7710	Nej	38550	Ubegr¾nset	7710	Nej	01/11/2018	snarest	110	4	9,6915299	55,5516847
0	Blomstermarken, 9600 Aars	R¾kkehus	Ja	17000	-		Ja	22433	Ubegr¾nset	5433	Nej	01/11/2018	snarest	85	3		
	rhusvej, 8570 Trustrup 	Lejlighed	Nej	15000	1. sal		Nej	19055	Ubegr¾nset	4055	Nej	01/11/2018	snarest	66	2	10,7644797	56,346007
	Dammen, 6330 Padborg 	Lejlighed	Nej	17760	stuen		Nej	21765	Ubegr¾nset	4005	Nej	01/11/2018	ikke snarest	80	3	9,3537325	54,8238323
1150	Vester F¾lledvej, 1750 K¿benhavn V 	Lejlighed	Nej	42000	stuen		Nej	57150	2+ Œr	14000	Nej	01/11/2018	ikke snarest	80	3		
600	GodthŒbsgade, 8000 Aarhus C 	Lejlighed	Nej	23559	1. sal	7853	Nej	39865	Ubegr¾nset	7853	Nej	01/11/2018	ikke snarest	47	2	10,1975277	56,1476095
735	L¿ven¿rnsgade, 8700 Horsens 	Lejlighed	Nej	16218	1. sal	10812	Nej	33171	Ubegr¾nset	5406	Nej	01/11/2018	ikke snarest	69	2	9,837973	55,8612085